text,testament,book,chapter,verse,duration_seconds,speaker_id,filename,everyvoice_utmos,everyvoice_asr_hyp,everyvoice_wer
"Bí ọkùnrin tàbí obìnrin kan tó ń gbé láàrín yín ní èyíkéyìí ìlú wọ̀n-ọn-nì, tí Olúwa fún un yín bá ń ṣe ibi ní ojú Olúwa Ọlọ́run yín, ní ríré májẹ̀mú rẹ̀ kọjá,",Old Testament,Deuteronomy,17,2,13.12,SPEAKER_00,DEU_017_Verse_002.wav,2.11328125,bí ọkùnrin tàbí obìnrin kan tó ń gbé láàrín yín ní èyíkéyìí ìlú wọ̀n-ọn-nì tí olúwa fún un yín bá ń ṣe bí i ní ojú olúwa ọlọ́run yín ni ríré májẹ̀mú rẹ̀ kọjá,0.30303030303030304
"“Nítorí náà sọ fún ilé Israẹli, ‘Èyí ni ohun tí Olúwa Olódùmarè wí: Ẹ ronúpìwàdà! Ẹ yípadà kúrò lọ́dọ̀ òrìṣà yín, kí ẹ̀yin sì kọ gbogbo ìwà ìríra yín sílẹ̀!",Old Testament,Ezekiel,14,6,13.36,SPEAKER_00,EZK_014_Verse_006.wav,2.1328125,nítorí náà sọ fún ilé israẹli èyí ni ohun tí olúwa olódùmarè wí ẹ ronúpìwàdà ẹ yípadà kúrò lọ́dọ̀ òrìṣà yín kí ẹ̀yin sì kọ gbogbo ìwà ìríra yín sílẹ̀,0.36666666666666664
"Yálà àwọ̀ tàbí aṣọ tí nǹkan ọkùnrin bá dà sí lórí ni kí ẹ fọ̀, yóò sì wà ní ipò àìmọ́ di ìrọ̀lẹ́.",Old Testament,Leviticus,15,17,7.98,SPEAKER_00,LEV_015_Verse_017.wav,2.49609375,lálà àwọ̀ tàbí aṣọ tí nǹkan ọkùnrin bá dà sí i lórí ni kí ẹ fọ̀ yóò sì wà ní ipò àìmọ́ di ìrọ̀lẹ́,0.17391304347826086
"Ẹ kí Priskilla àti Akuila, àwọn tí ó ti jẹ́ alábáṣiṣẹ́pọ̀ mi nínú Kristi Jesu.",New Testament,Romans,16,3,6.88,SPEAKER_00,ROM_016_Verse_003.wav,2.220703125,ẹ kí priskilla àti akuila àwọn tí ó ti jẹ́ alábáṣiṣẹ́pọ̀ mi nínú kristi jesu,0.3333333333333333
"Orílẹ̀-èdè yóò dìde sí orílẹ̀-èdè, àti ìjọba sí ìjọba ilẹ̀ yóò máa jì ní ibi púpọ̀. Ìyàn yóò sì wà níbi gbogbo. Gbogbo nǹkan wọ̀nyí ni ìbẹ̀rẹ̀ ìpọ́njú tí ń bọ̀ níwájú.",New Testament,Mark,13,8,13.89,SPEAKER_00,MRK_013_Verse_008.wav,2.041015625,orílẹ̀-èdè yóò dìde sí orílẹ̀-èdè àti ìjọba sí ìjọba ilẹ̀ yóò máa jì ní ibi púpọ̀ èèyàn yóò sì wà níbi gbogbo gbogbo nǹkan wọ̀nyí ni ìbẹ̀rẹ̀ ìpọ́njú tí ń bọ̀ níwájú,0.21875
"Nítorí tí ó fi owó rẹ̀ ni tálákà lára, ó sì ti pẹ̀yìndà si wọ́n; nítorí ti ó fi agbára gbé ilé tí òun kò kọ́.",Old Testament,Job,20,19,8.89,SPEAKER_00,JOB_020_Verse_019.wav,2.794921875,nítorí tí ó fi owó rẹ̀ ní tálákà lára ó sì ti pẹ̀yìndà sí wọn nítorí tí ó fi agbára gbé ilé tí òun kò kọ́,0.2692307692307692
"Àwọn ọkùnrin Efraimu pe àwọn ológun wọn jáde, wọ́n sì rékọjá sí ìhà àríwá, wọ́n sì bi Jefta pé, “Èéṣe tí o fi lọ bá àwọn ará Ammoni jagun láì ké sí wa láti bá ọ lọ? Àwa yóò sun ilé rẹ mọ́ ọ lórí.”",Old Testament,Judges,12,1,14.21,SPEAKER_00,JDG_012_Verse_001.wav,2.1640625,àwọn ọkùnrin efraimu pe àwọn ológun wọn jáde wọ́n sì rékọjá sí ìhà àríwá wọ́n sì bi jefta pé èéṣe tí ó fi lọ bá àwọn ará hammoni jagun láìké sí wa láti bá a lọ àwa yóò sun ilé rẹ̀ mọ́ ọn lórí,0.37777777777777777
"A sì yí nínú wọn lọ́kàn padà, wọ́n sì darapọ̀ mọ́ Paulu àti Sila, bákan náà ní ọ̀pọ̀lọpọ̀ nínú àwọn olùfọkànsìn Helleni àti nínú àwọn obìnrin ọlọ́lá, kì í ṣe díẹ̀.",New Testament,Acts,17,4,13.28,SPEAKER_00,ACT_017_Verse_004.wav,2.126953125,a sì yí nínú wọn lọ́kàn padà wọ́n sì darapọ̀ mọ́ paulu àti sila bákan náà ní ọ̀pọ̀lọpọ̀ nínú àwọn olùfọkànsìn helleni àti nínú àwọn obìnrin ọlọ́lá kì í ṣe díẹ̀,0.22580645161290322
"Abneri sì bá àwọn àgbàgbà Israẹli sọ̀rọ̀ pé, “Ẹ̀yin ti ń ṣe àfẹ́rí Dafidi ní ìgbà àtijọ́, láti jẹ ọba lórí yín.",Old Testament,2 Samuel,3,17,7.34,SPEAKER_00,2SA_003_Verse_017.wav,2.111328125,abneri sì bá àwọn àgbàgbà israẹli sọ̀rọ̀ pé ẹ̀yin ti ń ṣe àfẹ́rẹ́ dafidi ní ìgbà àtijọ́ láti jẹ ọba lórí yín,0.36363636363636365
"Òtítọ́ ni ọ̀rọ̀ náà, ó sì yẹ fún ìtẹ́wọ́gbà, pé Jesu Kristi wá sí ayé láti gba ẹlẹ́ṣẹ̀ là; nínú àwọn ẹni tí èmi jẹ́ búburú jùlọ.",New Testament,1 Timothy,1,15,10.23,SPEAKER_00,1TI_001_Verse_015.wav,2.14453125,òtítọ́ ni ọ̀rọ̀ náà ó sì yẹ fún ìtẹ́wọ́gbà pé jesu kristi wá sí ayé láti gba ẹlẹ́ṣẹ̀ là nínú àwọn ẹni ti èmi jẹ́ búburú jùlọ,0.2962962962962963
"“Bẹ́ẹ̀ ni, ẹ̀yin tún wí pé, ‘Ọ̀nà Olúwa kò gún.’ Gbọ́ nísinsin yìí, ìwọ ilé Israẹli. Ọ̀nà mi ni kò ha gún? Kì í wa ṣé pé ọ̀nà tiyín gan an ni kò gún?",Old Testament,Ezekiel,18,25,15.24,SPEAKER_00,EZK_018_Verse_025.wav,2.076171875,bẹ́ẹ̀ ni ẹ̀yin tún wí pé ọ̀nà olúwa kò gún gbọ́ nísinsin yìí ìwọ ilé israẹli ọ̀nà mi ni kò ha gún kì í wa ṣe pé ọ̀nà tí yín gan an ni kò gún,0.47058823529411764
"“Ìwọ pàṣẹ fún òwúrọ̀ láti ìgbà ọjọ́ rẹ̀ wá, ìwọ sì mú ìlà-oòrùn mọ ipò rẹ̀,",Old Testament,Job,38,12,5.76,SPEAKER_00,JOB_038_Verse_012.wav,2.271484375,ìwọ pàṣẹ fún òwúrọ̀ láti ìgbà ọjọ́ rẹ̀ wá ìwọ sì mú ìlà-oòrùn mọ́ ipò rẹ̀,0.25
"Tí wọ́n bá dá ọ lóhùn àlàáfíà, tí wọ́n sì ṣí ìlẹ̀kùn, gbogbo àwọn tó wà níbẹ̀ yóò máa jẹ́ olùsìn fún ọ, wọn ó sì máa sìn ọ́.",Old Testament,Deuteronomy,20,11,10.42,SPEAKER_00,DEU_020_Verse_011.wav,1.9365234375,tí wọ́n bá dá ọ lóhùn àlàáfíà tí wọ́n sì ṣí ìlẹ̀kùn gbogbo àwọn tó wà níbẹ̀ yóò máa jẹ́ olùsìn fún ọ wọn ó sì máa sìn ọ́,0.1724137931034483
"“Lọ, ya àwọn ènìyàn náà sí mímọ́. Sọ fún wọn pé, ‘Ẹ ya ara yín sí mímọ́ fún ọ̀la, nítorí báyìí ni Olúwa, Ọlọ́run Israẹli wí, ohun ìyàsọ́tọ̀ kan ń bẹ ní àárín yín, Israẹli. Ẹ̀yin kì yóò lè dúró níwájú àwọn ọ̀tá a yín títí ẹ̀yin yóò fi mú kúrò.",Old Testament,Joshua,7,13,16.79,SPEAKER_00,JOS_007_Verse_013.wav,2.20703125,lọ ya àwọn ènìyàn náà sí mímọ́ sọ fún wọn pé ẹ ya ara yín sí mímọ́ fún ọ̀la nítorí báyìí ni olúwa ọlọ́run israẹli wí ohun ìyàsọ́tọ̀ kan ń bẹ ní àárín yín israẹli ẹ̀yin kì yóò lè dúró níwájú àwọn ọ̀tá yín títí ẹ̀yin yóò fi mú kúrò,0.29411764705882354
"Olúwa mú kí wọn dààmú níwájú àwọn Israẹli, wọ́n sì pa wọ́n ní ìpakúpa ní Gibeoni. Israẹli sì lépa wọn ní ọ̀nà tí ó lọ sí Beti-Horoni, ó sì pa wọ́n dé Aseka, àti Makkeda.",Old Testament,Joshua,10,10,12.75,SPEAKER_00,JOS_010_Verse_010.wav,2.873046875,olúwa mú kí wọn dààmú níwájú àwọn israẹli wọ́n sì pà wọ́n ní ìpàkópà ní gibeoni israẹli sì lépa wọ́n ní ọ̀nà tí ó lọ sí beti-heroni ó sì pà wọ́n dé aseka àti makkeda,0.3142857142857143
bí ẹ̀yin pẹ̀lú ti ń fi àdúrà yín ràn wá lọ́wọ́. Àti pé ọ̀pọ̀ ènìyàn ni yóò dúpẹ́ nítorí wa fún oore-ọ̀fẹ́ ojúrere tí a rí gbà nípa ìdáhùn sí àdúrà ọ̀pọ̀lọpọ̀ ènìyàn. Paulu yí ìpinnu rẹ̀ padà,New Testament,2 Corinthians,1,11,15.75,SPEAKER_00,2CO_001_Verse_011.wav,1.9365234375,bí ẹ̀yin pẹ̀lú ti ń fi àdúrà yín ràn wá lọ́wọ́ àti pé ọ̀pọ̀ ènìyàn ni yóò dúpẹ́ nítorí wa fún oore-ọ̀fẹ́ ojúrere tí a rí gba nípa ìdáhùn sí àdúrà ọ̀pọ̀lọpọ̀ ènìyàn,0.23684210526315788
"Mose sì wí pé, “Nísinsin yìí fi ògo rẹ hàn mí.”",Old Testament,Exodus,33,18,4.72,SPEAKER_00,EXO_033_Verse_018.wav,1.7490234375,mose sì wí pé nísinsin yìí fi ògo rẹ hàn mí,0.36363636363636365
"Bàtà rẹ̀ yóò jẹ́ irin àti idẹ, agbára rẹ̀ yóò sì rí bí ọjọ́ rẹ̀.",Old Testament,Deuteronomy,33,25,5.9,SPEAKER_00,DEU_033_Verse_025.wav,1.95703125,bàtà rẹ̀ yóò jẹ́ ìrìn àti idẹ agbára rẹ̀ yóò sì rí bí ọjọ́ rẹ̀,0.26666666666666666
Nítorí pé ìwọ ti sé wọ́n láyà kúrò nínú òye; nítorí náà ìwọ kì yóò gbé wọn lékè.,Old Testament,Job,17,4,5.45,SPEAKER_00,JOB_017_Verse_004.wav,2.111328125,nítorí pé ìwọ ti ṣe wọ́n láyà kúrò nínú òye nítorí náà ìwọ kì yóò gbé wọn lékè,0.2222222222222222
"Nígbà náà ni àwọn àlùfáà gbé àpótí ẹ̀rí ti májẹ̀mú Olúwa wá sí ipò rẹ̀, sí ibi inú lọ́hùn ún ilé Olúwa, Ibi Mímọ́ Jùlọ, wọ́n gbé e sí abẹ́ ìyẹ́ àwọn kérúbù.",Old Testament,2 Chronicles,5,7,13.35,SPEAKER_00,2CH_005_Verse_007.wav,2.330078125,nígbà náà ni àwọn àlùfáà gbé àpótí ẹ̀rí ti májẹ̀mú olúwa wá sí ipò rẹ̀ sí ibi inú lọ́hùn ilé olúwa ibi mímọ́ jùlọ wọ́n gbé e sí abẹ́ ìyẹ́ àwọn kérúbù,0.2727272727272727
"Ohunkóhun tí ó bá ti wà ti ní orúkọ, ohun tí ènìyàn jẹ́ sì ti di mí mọ̀; kò sí ènìyàn tí ó le è ja ìjàkadì pẹ̀lú ẹni tí ó lágbára jù ú lọ.",Old Testament,Ecclesiastes,6,10,10.16,SPEAKER_00,ECC_006_Verse_010.wav,2.783203125,ohunkóhun tí ó bá ti wà ti ní orúkọ ohun tí ènìyàn jẹ́ sì ti di mí mọ̀ kò sí ènìyàn tí ó lè ja ìjàkadi pẹ̀lú ẹni tí ó lágbára jù ú lọ,0.2
"Ní ọ̀nà kan náà, bí ẹnikẹ́ni bá sì ń díje bí olùdíje, a kì í dé e ládé, bí kò ṣe bí ó bá parí rẹ̀ gẹ́gẹ́ bí ìlànà",New Testament,2 Timothy,2,5,10.69,SPEAKER_00,2TI_002_Verse_005.wav,1.8974609375,ní ọ̀nà kan náà bí ẹnikẹ́ni bá sì ń díje bí olùdíje a kì í dé e ládé bí kò ṣe bí ó bá parí rẹ̀ bí ìlànà,0.1724137931034483
"Ó sì wà pẹ̀lú Dafidi ní Pasi-Dammimu nígbà tí àwọn ará Filistini kó ara wọn jọ láti jagun, níbi tí ilẹ̀ kan wà tí ó kún fún ọkà barle. Àwọn ènìyàn sì sálọ kúrò níwájú Filistini.",Old Testament,1 Chronicles,11,13,14.12,SPEAKER_00,1CH_011_Verse_013.wav,2.9921875,ó sì wà pẹ̀lú dafidi ní pasidamimu nígbà tí àwọn ará filisti kó ara wọn jọ láti jágun níbi tí ilẹ̀ kan wà tí ó kún fún ọkà ba lè àwọn ènìyàn sì sálọ kúrò níwájú bí,0.25
"Ó sì ṣe ní òwúrọ̀, Dafidi sì kọ̀wé sí Joabu, ó fi rán Uriah.",Old Testament,2 Samuel,11,14,4.52,SPEAKER_00,2SA_011_Verse_014.wav,1.8310546875,ó sì ṣí ní òwúrọ̀ dafidi sì kọ̀wé sí joabu ó fi ràn orea,0.5
"Nígbà tí Dafidi sì fi díẹ̀ kọjá orí òkè náà, sì wò ó, Ṣiba ìránṣẹ́ Mefiboṣeti sì ń bọ̀ wá pàdé rẹ̀, òun àti kẹ́tẹ́kẹ́tẹ́ méjì tí a ti dì ní gàárì, àti igba ìṣù àkàrà lórí wọn, àti ọgọ́rùn-ún síírí àjàrà gbígbẹ, àti ọgọ́rùn-ún èso ẹ̀rún, àti ìgò ọtí wáìnì kan.",Old Testament,2 Samuel,16,1,18.67,SPEAKER_00,2SA_016_Verse_001.wav,2.568359375,nígbà tí dafidi sì fi díẹ̀ kọjá orí òkè náà sì wò ó ṣíbá ìránṣẹ́ mefiboṣeti sì ń bọ̀ wá pàdé rẹ̀ òun àti kẹ́tẹ́kẹ́tẹ́ méjì tí a ti dì ní gàárì àti igba ìṣù àkàrà lórí wọn àti ọgọ́rùn-ún síírí àjàrà gbígbẹ àti ọgọ́rùn-ún èso ẹ̀ẹ̀rùn àti ìgò ọtí wáìnì kan,0.23076923076923078
"“Àwọn ohun mẹ́ta ní ń bẹ tí ń rìn rere, ohun mẹ́rin ni ó dára púpọ̀ ní ìrìn rírìn:",Old Testament,Proverbs,30,29,6.64,SPEAKER_00,PRO_030_Verse_029.wav,1.396484375,àwọn ohun mẹ́ta ni ń bẹ tí rìn rèrè ohun mẹ́rin ni ó dára púpọ̀ ní ìrìn rírìn,0.2631578947368421
"“ ‘Àti ní ọjọ́ tí o bẹ̀rẹ̀ oṣù kọ̀ọ̀kan, kí ẹ̀yin kí ó gbé ẹbọ sísun fún Olúwa pẹ̀lú ọ̀dọ́ akọ màlúù méjì, àgbò kan àti akọ ọ̀dọ́-àgùntàn méje ọlọ́dún kọ̀ọ̀kan, kí gbogbo rẹ̀ sì jẹ́ aláìlábùkù.",Old Testament,Numbers,28,11,15.47,SPEAKER_00,NUM_028_Verse_011.wav,2.255859375,àti ní ọjọ́ tí ó bẹ̀rẹ̀ oṣù kọ̀ọ̀kan kí ẹ̀yin kí ó gbé ẹbọ sísun fún olúwa pẹ̀lú ọ̀dọ́ akọ màlúù méjì àgbò kan àti akọ ọ̀dọ́-àgùntàn méje ọlọ́dún kọ̀ọ̀kan kí gbogbo rẹ̀ sì jẹ́ aláìlábùkù,0.21621621621621623
"Mo rí ohun tí ó korò ju ikú lọ obìnrin tí ó jẹ́ ẹ̀bìtì, tí ọkàn rẹ̀ jẹ́ tàkúté tí ọwọ́ rẹ̀ sì jẹ́ ẹ̀wọ̀n, ọkùnrin tí ó bá tẹ́ Ọlọ́run lọ́rùn yóò le è yọ sílẹ̀ ṣùgbọ́n ẹni dẹ́ṣẹ̀ kò le è bọ́ nínú tàkúté rẹ̀.",Old Testament,Ecclesiastes,7,26,15.57,SPEAKER_00,ECC_007_Verse_026.wav,2.3359375,mo rí ohun tí ó kooro ju ikú lọ obìnrin tí ó jẹ́ èbìtì tí ọkàn rẹ̀ jẹ́ tàkúté tí ọwọ́ rẹ̀ sì jẹ́ ẹ̀wọ̀n ọkùnrin tí ó bá tẹ ọlọ́run lọ́rùn yóò lè yọ sílẹ̀ ṣùgbọ́n ẹni dẹ́ṣẹ̀ kò lè bọ́ nínú tàkúté rẹ̀,0.23404255319148937
"kí ògo wà fún Ọlọ́run, ẹnìkan ṣoṣo tí ọgbọ́n í ṣe tirẹ̀ nípa Jesu Kristi títí láé! Àmín.",New Testament,Romans,16,27,11.4,SPEAKER_00,ROM_016_Verse_027.wav,1.626953125,kí ògo wà fún ọlọ́run ẹnìkan ṣoṣo tí ọgbọ́n ń ṣe tirẹ̀ nípa jẹ́sìjarajì,0.3888888888888889
"Kí ó ni aṣọ èjìká méjì tí a so mọ́ igun rẹ̀ méjèèjì, kí a lè so ó pọ̀.",Old Testament,Exodus,28,7,6.99,SPEAKER_00,EXO_028_Verse_007.wav,2.1953125,kí ó ní aṣọ èjìká méjì tí a so mọ́ igun rẹ̀ méjèèjì kí a lè so ó pọ̀,0.21052631578947367
Nígbà tí Mikaiah ọmọ Gemariah ọmọ Ṣafani gbọ́ gbogbo àkọsílẹ̀ ọ̀rọ̀ Olúwa láti inú ìwé náà;,Old Testament,Jeremiah,36,11,8.04,SPEAKER_00,JER_036_Verse_011.wav,2.423828125,nígbà tí mikaiah ọmọ gemarea ọmọ ṣafani gbọ́ gbogbo àkọsílẹ̀ ọ̀rọ̀ olúwa láti inú ìwé náà,0.375
"Ọdún méje ọ̀pọ̀ oúnjẹ sì wá sí òpin ní ilẹ̀ Ejibiti,",Old Testament,Genesis,41,53,4.02,SPEAKER_00,GEN_041_Verse_053.wav,1.9296875,ọdún méje ọ̀pọ̀ oúnjẹ sì wá sí òpin ní ilẹ̀ ejibiti,0.18181818181818182
Ó fún ẹni kọ̀ọ̀kan wọn ní aṣọ tuntun. Ṣùgbọ́n Benjamini ni ó fún ní ọ̀ọ́dúnrún (300) ẹyọ owó idẹ fàdákà àti ìpààrọ̀ aṣọ márùn-ún.,Old Testament,Genesis,45,22,10.19,SPEAKER_00,GEN_045_Verse_022.wav,1.892578125,ó fún ẹni kọ̀ọ̀kan wọn ní aṣọ tuntun ṣùgbọ́n benjamini ni ó fún ní ọdún ẹyọ owó idẹ fàdákà àti ìpààrọ̀ aṣọ márùn-ún,0.2916666666666667
"Ó sì rí ọ̀run ṣí, ohun èlò kan si sọ̀kalẹ̀ bí gọgọwú ńlá, tí a ti igun mẹ́rẹ̀ẹ̀rin, sọ̀kalẹ̀ sí ilẹ̀.",New Testament,Acts,10,11,10.09,SPEAKER_00,ACT_010_Verse_011.wav,2.1328125,ó sì rí ọ̀run ṣí ohun ìlú kan sì sọ̀kalẹ̀ bí i gọ́gọ́ wó ńlá tí a ti igun mẹ́rẹ̀ẹ̀rin sọ̀kalẹ̀ sílẹ̀,0.5238095238095238
"Ṣùgbọ́n nítorí kí ayé lè mọ̀ pé èmi fẹ́ràn Baba; gẹ́gẹ́ bí Baba sì ti fi àṣẹ fún mi, bẹ́ẹ̀ ni èmi ń ṣe. “Ẹ dìde, ẹ jẹ́ kí a lọ kúrò níhìn-ín yìí.",New Testament,John,14,31,15.25,SPEAKER_00,JHN_014_Verse_031.wav,1.611328125,ṣùgbọ́n nítorí kí ayé lè mọ̀ pé èmi fẹ́ràn baba gẹ́gẹ́ bí baba sì ti fi àṣẹ fún mi bẹ́ẹ̀ ni èmi ń ṣe ẹ dìde ẹ jẹ́ kí a lọ kúrò níhìn-ín,0.23529411764705882
Wọ́n sì nawọ́ mú àwọn aposteli wọn sì fi wọ́n sínú túbú.,New Testament,Acts,5,18,4.85,SPEAKER_00,ACT_005_Verse_018.wav,3.080078125,wọ́n sì nawọ́ mú àwọn aposteli wọ́n sì fi wọ́n sínú túbú,0.25
"“ ‘Ẹ má ṣe ba ọmọbìnrin yín jẹ́ láti sọ ọ́ di panṣágà, kí ilẹ̀ yín má ba à di ti àgbèrè, kí ó sì kún fún ìwà búburú.",Old Testament,Leviticus,19,29,9.99,SPEAKER_00,LEV_019_Verse_029.wav,2.2578125,ẹ má ṣe bá ọmọbìnrin yín jẹ́ láti sọ ọ́ di panṣágà kí ilẹ̀ yín má ba à di ti àgbèrè kí ó sì kún fún ìwà burú,0.20689655172413793
Ǹjẹ́ kí ha ni òfin? A fi kún un nítorí ìrékọjá títí irú-ọmọ tí a ti ṣe ìlérí fún yóò fi dé; a sì tipasẹ̀ àwọn angẹli ṣe ìlànà rẹ̀ láti ọwọ́ alárinà kan wá.,New Testament,Galatians,3,19,15.27,SPEAKER_00,GAL_003_Verse_019.wav,2.662109375,ǹjẹ́ kí a ni òfin a fikún nítorí ìrékọjá títí irú-ọmọ tí a ti ṣe ìlérí fún yóò fi dé a sì tipasẹ̀ àwọn angẹli ṣe ìlànà rẹ̀ láti ọwọ́ alárínà kan wá,0.2857142857142857
"Ọ̀rẹ́ ń dalẹ̀ ọ̀rẹ́. Kò sì ṣí ẹni tó sọ òtítọ́, wọ́n ti kọ́ ahọ́n wọn láti máa purọ́. Wọ́n sọ ara wọn di onírẹ̀wẹ̀sì pẹ̀lú ẹ̀ṣẹ̀",Old Testament,Jeremiah,9,5,11.95,SPEAKER_00,JER_009_Verse_005.wav,2.166015625,ọ̀rẹ́ ń dalẹ̀ ọ̀rẹ́ kò sì ṣí ẹni tó sọ òtítọ́ wọ́n ti kọ́ ahọ́n wọn láti máa purọ́ wọ́n sọ ara wọn di i,0.3333333333333333
"Ṣùgbọ́n wọ́n gbọn eruku ẹsẹ̀ wọn sí wọn, wọn sì wá sí Ikoniomu.",New Testament,Acts,13,51,5.92,SPEAKER_00,ACT_013_Verse_051.wav,2.646484375,ṣùgbọ́n wọ́n gbọn irúkú ẹsẹ̀ wọn sí wọn wọ́n sì wá sí ikoniomu,0.38461538461538464
"Nígbà náà ni Olúwa Ọlọ́run mú kí ọkùnrin náà sùn fọnfọn; nígbà tí ó sì ń sùn, Ọlọ́run yọ egungun ìhà rẹ̀ kan, ó sì fi ẹran-ara bò ó padà.",Old Testament,Genesis,2,21,12.04,SPEAKER_00,GEN_002_Verse_021.wav,2.318359375,nígbà náà ni olúwa ọlọ́run mú kí ọkùnrin náà sùn fọ̀nfọ̀n nígbà tí ó sì ń sùn ọlọ́run yọ egungun ìhà rẹ̀ kan ó sì fi ẹran-ara bò ó padà,0.26666666666666666
A ti pèsè ìjìyà sílẹ̀ fún ẹlẹ́gàn; àti pàṣán fún ẹ̀yìn àwọn aṣiwèrè.,Old Testament,Proverbs,19,29,7.91,SPEAKER_00,PRO_019_Verse_029.wav,2.185546875,àti pèsè ìjìyà sílẹ̀ fún ẹlẹ́gàn àti pàṣán fún ẹ̀yìn àwọn aṣiwèrè,0.3076923076923077
Wọ́n sì tún ń wá ọ̀nà láti mú un: ó sì bọ́ lọ́wọ́ wọn.,New Testament,John,10,39,4.97,SPEAKER_00,JHN_010_Verse_039.wav,1.669921875,wọ́n sì tún ń wá ọ̀nà láti mù ó sì bọ́ lọ́wọ̀n,0.35714285714285715
"Bí àwa bá wí pé àwa ní ìdàpọ̀ pẹ̀lú rẹ̀, tí àwa sì ń rìn nínú òkùnkùn, àwa ń ṣèké, àwa kò sì gbé nínú òtítọ́.",New Testament,1 John,1,6,8.35,SPEAKER_00,1JN_001_Verse_006.wav,1.9228515625,bí àwa bá wí pé àwa ni ìdàpọ̀ pẹ̀lú rẹ̀ tí àwa sì ń rìn nínú òkùnkùn àwa ń ṣèké àwa kò sì gbé nínú òtítọ́,0.23076923076923078
"Ó sì wí fún àwọn ìránṣẹ́ rẹ̀ pé, “Wò ó, oko Joabu gbé ti èmi, ó sì ní ọkà barle níbẹ̀; ẹ lọ kí ẹ sì ti iná bọ̀ ọ́.” Àwọn ìránṣẹ́ Absalomu sì tiná bọ oko náà.",Old Testament,2 Samuel,14,30,11.67,SPEAKER_00,2SA_014_Verse_030.wav,2.63671875,ó sì wí fún àwọn ìránṣẹ́ rẹ̀ pé wò ó oko joabu gbé ti èmi ó sì ní ọkà barle níbẹ̀ ẹ lọ kí ẹ sì ti iná bọ̀ ọ́ àwọn ìránṣẹ́ absalomu sì ti iná bọ oko náà,0.34210526315789475
"Bí Kristi kò bá sì jíǹde, ǹjẹ́ asán ni ìwàásù wà, asán sì ni ìgbàgbọ́ yín pẹ̀lú.",New Testament,1 Corinthians,15,14,7.41,SPEAKER_00,1CO_015_Verse_014.wav,1.40625,bí kristi kò bá sì jíǹde ǹjẹ́ asán ni ìwàásù wà asán sì ní ìgbàgbọ́ yín pẹ̀lú,0.35294117647058826
Ó sì wọ́de ogun láti ibẹ̀ lọ bá àwọn ènìyàn tí ń gbé ní Debiri (tí à ń pè ní Kiriati-Seferi nígbà kan rí).,Old Testament,Joshua,15,15,6.93,SPEAKER_00,JOS_015_Verse_015.wav,2.0625,ó sì wòde ogun láti ibẹ̀ lọ bá àwọn ènìyàn tí ń gbé ní debiri tí à ń pè ní kiriati-seferi nígbà kan rì,0.25
"Ọba sì béèrè pé, “Àlàáfíà ha wà fún Absalomu, ọmọdékùnrin náà bí?” Ahimasi sì dáhùn pé, “Nígbà tí Joabu rán ìránṣẹ́ ọba, àti èmi ìránṣẹ́ rẹ̀, mo rí ọ̀pọ̀ ènìyàn, ṣùgbọ́n èmi kò mọ ìdí rẹ̀.”",Old Testament,2 Samuel,18,29,14.22,SPEAKER_00,2SA_018_Verse_029.wav,2.654296875,ọba sì béèrè pé àlàáfíà wà fún absalomu ọmọdékunrin náà bí ahimasi sì dáhùn pé nígbà tí joabu ran ìránṣẹ́ ọba àti èmi ìránṣẹ́ rẹ̀ mo rí ọ̀pọ̀ ènìyàn ṣùgbọ́n èmi kò mọ ìdí rẹ̀,0.4444444444444444
"Wọ́n ti fipá bá àwọn obìnrin wa lòpọ̀ ní Sioni, àti àwọn wúńdíá ti o wa ní ìlú Juda.",Old Testament,Lamentations,5,11,7.45,SPEAKER_00,LAM_005_Verse_011.wav,2.73828125,wọ́n ti fipá bá àwọn obìnrin wa lòpọ̀ ní sioni àti àwọn wúńdíá tí ó wà ní ìlú juda,0.3157894736842105
"Mikiloti jẹ́ baba Ṣimeamu, àwọn náà ń gbé ní ẹ̀bá ìbátan wọn ní Jerusalẹmu.",Old Testament,1 Chronicles,9,38,6.28,SPEAKER_00,1CH_009_Verse_038.wav,2.830078125,ní kí ló ti jẹ́ baba simeamu àwọn náà ń gbé ní ẹ̀bá ìbátan wọn ní jerusalẹmu,0.42857142857142855
Bẹ́ẹ̀ ni ó sì gbà láti dán wọn wò fún ọjọ́ mẹ́wàá.,Old Testament,Daniel,1,14,4.25,SPEAKER_00,DAN_001_Verse_014.wav,3.005859375,bẹ́ẹ̀ ni ó sì gbà láti dán wọn wò fún ọjọ́ mẹ́wàá,0.16666666666666666
"Ní iwájú ilé náà, ogójì ìgbọ̀nwọ́ ni gígùn rẹ̀ jẹ́.",Old Testament,1 Kings,6,17,3.41,SPEAKER_00,1KI_006_Verse_017.wav,2.6484375,ní iwájú ilé náà ogójì ìgbọ̀nwọ́ ni gígùn rẹ̀ jẹ́,0.3
"Àdúrà ìgbàgbọ́ yóò sì gba aláìsàn náà là, Olúwa yóò sì gbé e dìde; bí ó bá sì ṣe pé ó ti dẹ́ṣẹ̀, a ó dáríjì í.",New Testament,James,5,15,9.13,SPEAKER_00,JAS_005_Verse_015.wav,2.39453125,àdúrà ìgbàgbọ́ yóò sì gbá aláìsàn náà là olúwa yóò sì gbé e dìde bí ó bá sì ṣe pé ó ti dẹ́ṣẹ̀ a ó dáríjì í,0.25925925925925924
